name,education_level,stream,cgpa,skills,interest,career_domain
S12469,Postgraduate,Mechanical Engineering,9.1,react javascript frontend,Development,Full Stack Developer
S12470,Postgraduate,Statistics,6.7,react frontend mongodb javascript api nodejs fullstack backend,Design,Full Stack Developer
S12471,Undergraduate,Psychology,8.8,mongodb fullstack react javascript backend api,Cloud,Full Stack Developer
S12472,Undergraduate,Computer Science,8.6,javascript mongodb fullstack frontend backend react nodejs,Development,Full Stack Developer
S12473,Undergraduate,Computer Science,6.9,fullstack backend react api nodejs frontend mongodb javascript,Development,Full Stack Developer
S12474,Undergraduate,Information Technology,6.8,frontend mongodb react backend nodejs fullstack,AI,Full Stack Developer
S12475,Postgraduate,Computer Science,6.6,backend javascript react,Design,Full Stack Developer
S12476,Undergraduate,Computer Science,9.1,javascript backend mongodb nodejs api fullstack frontend,Development,Full Stack Developer
S12477,Undergraduate,Information Technology,7.0,react nodejs mongodb,Development,Full Stack Developer
S12478,Undergraduate,Law,9.3,frontend backend nodejs,Development,Full Stack Developer
S12479,Postgraduate,Information Technology,6.7,backend fullstack javascript,Development,Full Stack Developer
S12480,Postgraduate,Information Technology,7.2,mongodb react javascript frontend,Development,Full Stack Developer
S12481,Postgraduate,Psychology,7.8,backend frontend api fullstack javascript react nodejs,Development,Full Stack Developer
S12482,Postgraduate,Mathematics,8.2,mongodb frontend nodejs api javascript,Development,Full Stack Developer
S12483,Undergraduate,Computer Science,7.7,backend mongodb nodejs api fullstack frontend javascript react,Development,Full Stack Developer
S12484,Undergraduate,Computer Science,8.6,api frontend javascript,Development,Full Stack Developer
S12485,Postgraduate,Computer Science,9.3,api mongodb javascript,Development,Full Stack Developer
S12486,Postgraduate,Computer Science,7.7,fullstack react javascript api mongodb frontend backend nodejs,Security,Full Stack Developer
S12487,Undergraduate,Statistics,8.3,nodejs api react javascript frontend,Development,Full Stack Developer
S12488,Undergraduate,Information Technology,6.6,nodejs react fullstack backend,Development,Full Stack Developer
S12489,Undergraduate,Computer Science,8.8,react javascript mongodb fullstack nodejs api frontend,Writing,Full Stack Developer
S12490,Postgraduate,Information Technology,8.9,react backend nodejs,Development,Full Stack Developer
S12491,Postgraduate,Law,6.6,backend frontend fullstack,Finance,Full Stack Developer
S12492,Postgraduate,Computer Science,6.7,frontend backend fullstack mongodb,Development,Full Stack Developer
S12493,Undergraduate,Computer Science,9.3,mongodb api fullstack frontend javascript,Development,Full Stack Developer
S12494,Postgraduate,Information Technology,7.2,javascript react frontend fullstack,Development,Full Stack Developer
S12495,Postgraduate,Arts,7.2,javascript frontend mongodb api react fullstack,Development,Full Stack Developer
S12496,Undergraduate,Computer Science,8.2,react frontend api backend javascript nodejs fullstack,Development,Full Stack Developer
S12497,Postgraduate,Arts,8.1,api frontend javascript fullstack backend nodejs mongodb react,Development,Full Stack Developer
S12498,Postgraduate,Statistics,9.5,nodejs fullstack mongodb react api,Development,Full Stack Developer
S12499,Postgraduate,Information Technology,7.5,nodejs backend react frontend mongodb,Development,Full Stack Developer
S12500,Postgraduate,Information Technology,8.0,nodejs api javascript,Development,Full Stack Developer
S12501,Undergraduate,Information Technology,9.1,nodejs frontend mongodb fullstack api javascript backend,Development,Full Stack Developer
S12502,Postgraduate,Information Technology,9.4,nodejs api frontend,Development,Full Stack Developer
S12503,Undergraduate,Information Technology,8.1,react frontend javascript mongodb api fullstack nodejs backend,Development,Full Stack Developer
S12504,Undergraduate,Information Technology,8.3,api mongodb frontend nodejs fullstack react backend,Development,Full Stack Developer
S12505,Undergraduate,Information Technology,8.9,backend frontend javascript api nodejs mongodb fullstack react,Development,Full Stack Developer
S12506,Undergraduate,Psychology,8.3,api backend frontend,Development,Full Stack Developer
S12507,Undergraduate,Information Technology,7.6,frontend nodejs javascript backend api mongodb react,Development,Full Stack Developer
S12508,Postgraduate,Law,7.7,fullstack backend frontend mongodb react,Development,Full Stack Developer
S12509,Undergraduate,Commerce,7.4,api nodejs mongodb,Development,Full Stack Developer
S12510,Undergraduate,Mathematics,7.9,react fullstack nodejs frontend,Development,Full Stack Developer
S12511,Undergraduate,Data Science,9.1,react fullstack nodejs javascript backend api mongodb frontend,Development,Full Stack Developer
S12512,Undergraduate,Computer Science,8.8,api frontend fullstack javascript react mongodb nodejs backend,Development,Full Stack Developer
S12513,Undergraduate,Computer Science,8.1,fullstack mongodb react,Development,Full Stack Developer
S12514,Postgraduate,Computer Science,8.4,mongodb frontend nodejs react,Development,Full Stack Developer
S12515,Undergraduate,Computer Science,6.7,javascript backend mongodb fullstack api react nodejs frontend,Development,Full Stack Developer
S12516,Postgraduate,Computer Science,8.7,javascript react nodejs mongodb api frontend backend,Development,Full Stack Developer
S12517,Undergraduate,Information Technology,8.2,javascript api backend nodejs fullstack,Development,Full Stack Developer
S12518,Postgraduate,Information Technology,8.9,react nodejs frontend fullstack backend,Design,Full Stack Developer
S12519,Undergraduate,Computer Science,6.7,api backend fullstack react frontend javascript nodejs,Development,Full Stack Developer
S12520,Undergraduate,Computer Science,7.1,mongodb javascript backend,Development,Full Stack Developer
S12521,Postgraduate,Psychology,9.0,frontend javascript backend nodejs mongodb fullstack react,Cloud,Full Stack Developer
S12522,Undergraduate,Computer Science,8.5,react backend fullstack mongodb api,Development,Full Stack Developer
S12523,Postgraduate,Psychology,8.6,react api javascript backend,Data,Full Stack Developer
S12524,Undergraduate,Information Technology,8.2,mongodb javascript react frontend nodejs api,Writing,Full Stack Developer
S12525,Undergraduate,Statistics,9.5,api nodejs react backend javascript,Data,Full Stack Developer
S12526,Postgraduate,Information Technology,8.5,react api fullstack mongodb nodejs frontend javascript backend,Research,Full Stack Developer
S12527,Undergraduate,Information Technology,7.6,mongodb react api javascript fullstack nodejs,Development,Full Stack Developer
S12528,Postgraduate,Statistics,9.1,nodejs mongodb backend fullstack javascript react api,Finance,Full Stack Developer
S12529,Postgraduate,Information Technology,7.5,fullstack nodejs backend react frontend javascript,AI,Full Stack Developer
S12530,Postgraduate,Information Technology,7.1,mongodb javascript fullstack api backend,Design,Full Stack Developer
S12531,Undergraduate,Data Science,8.1,react mongodb nodejs,Development,Full Stack Developer
S12532,Postgraduate,Law,7.0,api fullstack javascript nodejs mongodb frontend react backend,Development,Full Stack Developer
S12533,Postgraduate,Information Technology,8.0,nodejs api react backend mongodb frontend,Finance,Full Stack Developer
S12534,Undergraduate,Computer Science,9.1,react javascript nodejs fullstack,Development,Full Stack Developer
S12535,Postgraduate,Information Technology,8.2,api react javascript fullstack nodejs frontend mongodb,Cloud,Full Stack Developer
S12536,Undergraduate,Information Technology,6.7,mongodb react api,Development,Full Stack Developer
S12537,Postgraduate,Information Technology,8.0,javascript fullstack mongodb react api backend nodejs,Development,Full Stack Developer
S12538,Undergraduate,Computer Science,7.6,frontend javascript nodejs mongodb api fullstack react backend,Development,Full Stack Developer
S12539,Undergraduate,Information Technology,7.8,fullstack backend javascript api react frontend,Development,Full Stack Developer
S12540,Undergraduate,Commerce,6.9,react nodejs api backend frontend javascript,Writing,Full Stack Developer
S12541,Postgraduate,Information Technology,8.6,nodejs react javascript,Development,Full Stack Developer
S12542,Postgraduate,Information Technology,7.2,backend react fullstack,Development,Full Stack Developer
S12543,Postgraduate,Computer Science,8.6,javascript frontend api react backend fullstack nodejs,Development,Full Stack Developer
S12544,Undergraduate,Information Technology,8.9,react mongodb fullstack api,Development,Full Stack Developer
S12545,Undergraduate,Mathematics,8.4,backend javascript mongodb api fullstack,Development,Full Stack Developer
S12546,Postgraduate,Computer Science,6.8,backend javascript frontend api mongodb nodejs,Writing,Full Stack Developer
S12547,Postgraduate,Psychology,7.0,frontend react javascript mongodb,Development,Full Stack Developer
S12548,Postgraduate,Information Technology,6.8,fullstack react frontend nodejs api mongodb backend,Writing,Full Stack Developer
S12549,Postgraduate,Computer Science,7.7,mongodb api backend javascript fullstack react frontend,Development,Full Stack Developer
S12550,Postgraduate,Law,8.4,frontend api backend,Development,Full Stack Developer
S12551,Postgraduate,Mathematics,9.0,api react frontend mongodb,Development,Full Stack Developer
S12552,Postgraduate,Information Technology,7.1,api javascript backend nodejs frontend mongodb react fullstack,Development,Full Stack Developer
S12553,Undergraduate,Computer Science,8.1,frontend backend javascript api,Development,Full Stack Developer
S12554,Postgraduate,Computer Science,7.6,api backend fullstack frontend,Development,Full Stack Developer
S12555,Postgraduate,Information Technology,7.2,fullstack react backend javascript nodejs api mongodb,Development,Full Stack Developer
S12556,Undergraduate,Computer Science,8.6,backend nodejs fullstack mongodb javascript api react,Development,Full Stack Developer
S12557,Postgraduate,Information Technology,7.5,javascript mongodb backend,Development,Full Stack Developer
S12558,Postgraduate,Information Technology,7.9,backend javascript nodejs api fullstack react,Development,Full Stack Developer
S12559,Undergraduate,Computer Science,7.6,react fullstack backend nodejs frontend javascript mongodb api,Development,Full Stack Developer
S12560,Postgraduate,Computer Science,8.4,react frontend api fullstack mongodb backend,Development,Full Stack Developer
S12561,Undergraduate,Computer Science,7.8,frontend react nodejs javascript api,Development,Full Stack Developer
S12562,Postgraduate,Information Technology,8.5,api backend fullstack mongodb nodejs react javascript,Development,Full Stack Developer
S12563,Undergraduate,Computer Science,7.1,mongodb nodejs backend,Development,Full Stack Developer
S12564,Postgraduate,Information Technology,8.5,fullstack api javascript frontend mongodb react backend nodejs,Research,Full Stack Developer
S12565,Postgraduate,Information Technology,9.1,api fullstack mongodb react,Development,Full Stack Developer
S12566,Undergraduate,Computer Science,8.2,api frontend nodejs backend fullstack,Development,Full Stack Developer
S12567,Postgraduate,Computer Science,7.0,api fullstack javascript,Development,Full Stack Developer
S12568,Postgraduate,Computer Science,6.9,backend mongodb api fullstack nodejs javascript frontend react,Development,Full Stack Developer
S12569,Undergraduate,Data Science,8.2,mongodb fullstack api react,Development,Full Stack Developer
S12570,Undergraduate,Information Technology,8.9,javascript backend nodejs api,Development,Full Stack Developer
S12571,Undergraduate,Data Science,7.7,javascript backend frontend fullstack api nodejs,Finance,Full Stack Developer
S12572,Postgraduate,Computer Science,7.5,nodejs javascript react backend fullstack api frontend mongodb,Development,Full Stack Developer
S12573,Undergraduate,Computer Science,6.5,mongodb nodejs api frontend react javascript fullstack backend,Security,Full Stack Developer
S12574,Undergraduate,Information Technology,8.8,nodejs api javascript react mongodb frontend,Finance,Full Stack Developer
S12575,Undergraduate,Computer Science,7.2,javascript mongodb fullstack react frontend backend api nodejs,Development,Full Stack Developer
S12576,Undergraduate,Computer Science,9.2,frontend api fullstack backend javascript react mongodb,Development,Full Stack Developer
S12577,Postgraduate,Computer Science,9.1,javascript nodejs api frontend,Cloud,Full Stack Developer
S12578,Postgraduate,Computer Science,8.6,api javascript react,Development,Full Stack Developer
S12579,Undergraduate,Information Technology,9.0,javascript fullstack react frontend api nodejs,Cloud,Full Stack Developer
S12580,Undergraduate,Computer Science,9.1,nodejs javascript fullstack backend api frontend,Development,Full Stack Developer
S12581,Postgraduate,Information Technology,8.8,fullstack javascript react frontend nodejs mongodb backend api,Development,Full Stack Developer
S12582,Undergraduate,Computer Science,8.6,frontend api mongodb react,Research,Full Stack Developer
S12583,Undergraduate,Information Technology,9.4,api mongodb javascript nodejs backend frontend react,Development,Full Stack Developer
S12584,Undergraduate,Computer Science,7.9,nodejs react api fullstack,Development,Full Stack Developer
S12585,Postgraduate,Information Technology,9.2,mongodb javascript api,Development,Full Stack Developer
S12586,Undergraduate,Finance,7.3,api mongodb nodejs frontend fullstack,Development,Full Stack Developer
S12587,Undergraduate,Computer Science,7.8,api react fullstack nodejs backend javascript mongodb,Development,Full Stack Developer
S12588,Postgraduate,Computer Science,9.1,nodejs mongodb react frontend api,Development,Full Stack Developer
S12589,Postgraduate,Data Science,6.9,frontend api backend fullstack javascript mongodb,Development,Full Stack Developer
S12590,Postgraduate,Information Technology,7.9,mongodb fullstack react javascript frontend nodejs api backend,Development,Full Stack Developer
S12591,Undergraduate,Arts,7.0,backend frontend nodejs api mongodb,Cloud,Full Stack Developer
S12592,Postgraduate,Computer Science,7.2,nodejs mongodb react fullstack api javascript frontend,Security,Full Stack Developer
S12593,Postgraduate,Commerce,7.3,api javascript backend mongodb nodejs frontend,Design,Full Stack Developer
S12594,Undergraduate,Computer Science,7.5,mongodb javascript backend frontend react fullstack nodejs api,Development,Full Stack Developer
S12595,Postgraduate,Information Technology,8.2,backend mongodb react nodejs javascript,Development,Full Stack Developer
S12596,Undergraduate,Computer Science,7.3,backend api react frontend fullstack nodejs mongodb,Development,Full Stack Developer
S12597,Undergraduate,Information Technology,8.6,api javascript backend,Development,Full Stack Developer
S12598,Undergraduate,Computer Science,9.3,api mongodb fullstack nodejs frontend backend javascript react,Development,Full Stack Developer
S12599,Undergraduate,Information Technology,7.9,javascript react api frontend,Development,Full Stack Developer
S12600,Postgraduate,Information Technology,6.7,mongodb nodejs javascript backend react fullstack frontend,Development,Full Stack Developer
S12601,Undergraduate,Information Technology,6.6,react fullstack mongodb api frontend,Development,Full Stack Developer
S12602,Postgraduate,Information Technology,8.5,backend react javascript frontend nodejs,Development,Full Stack Developer
S12603,Postgraduate,Information Technology,8.5,api javascript fullstack react backend,Development,Full Stack Developer
S12604,Undergraduate,Computer Science,7.0,fullstack nodejs mongodb javascript react frontend backend,Development,Full Stack Developer
S12605,Postgraduate,Mechanical Engineering,7.1,nodejs api frontend mongodb react fullstack backend javascript,Data,Full Stack Developer
S12606,Undergraduate,Mechanical Engineering,6.8,nodejs javascript fullstack,Development,Full Stack Developer
S12607,Undergraduate,Commerce,8.3,nodejs backend frontend mongodb react,Development,Full Stack Developer
S12608,Undergraduate,Information Technology,6.7,backend fullstack javascript nodejs,Development,Full Stack Developer
S12609,Postgraduate,Information Technology,6.9,frontend backend api javascript nodejs,Development,Full Stack Developer
S12610,Postgraduate,Information Technology,7.6,mongodb api nodejs react frontend fullstack backend,Development,Full Stack Developer
S12611,Postgraduate,Information Technology,8.4,api javascript fullstack frontend mongodb react nodejs backend,Development,Full Stack Developer
S12612,Undergraduate,Computer Science,7.0,fullstack react backend nodejs frontend javascript mongodb api,Research,Full Stack Developer
S12613,Undergraduate,Finance,7.7,react nodejs frontend api mongodb fullstack,Research,Full Stack Developer
S12614,Postgraduate,Statistics,7.6,api frontend backend,Security,Full Stack Developer
S12615,Undergraduate,Computer Science,8.1,backend react api javascript fullstack mongodb nodejs frontend,Development,Full Stack Developer
S12616,Postgraduate,Information Technology,7.0,react frontend nodejs javascript api,Development,Full Stack Developer
S12617,Undergraduate,Information Technology,8.7,nodejs fullstack javascript react frontend api backend,AI,Full Stack Developer
S12618,Undergraduate,Computer Science,7.7,react mongodb backend frontend api javascript nodejs,Development,Full Stack Developer
S12619,Postgraduate,Law,9.0,mongodb react api javascript fullstack nodejs,Development,Full Stack Developer
S12620,Undergraduate,Computer Science,6.6,mongodb frontend api fullstack,Writing,Full Stack Developer
S12621,Undergraduate,Information Technology,9.1,nodejs javascript backend react,Development,Full Stack Developer
S12622,Postgraduate,Information Technology,8.3,frontend nodejs javascript backend api fullstack mongodb,Development,Full Stack Developer
S12623,Undergraduate,Computer Science,8.7,react fullstack nodejs javascript mongodb frontend api backend,Development,Full Stack Developer
S12624,Postgraduate,Information Technology,8.5,mongodb frontend backend,Writing,Full Stack Developer
S12625,Undergraduate,Computer Science,7.9,api nodejs javascript,Writing,Full Stack Developer
S12626,Undergraduate,Commerce,9.2,mongodb javascript react api backend fullstack frontend nodejs,Development,Full Stack Developer
S12627,Undergraduate,Information Technology,8.7,nodejs mongodb fullstack,Cloud,Full Stack Developer
S12628,Undergraduate,Information Technology,8.4,javascript frontend backend,Development,Full Stack Developer
S12629,Postgraduate,Information Technology,7.3,api mongodb react backend javascript nodejs fullstack frontend,Development,Full Stack Developer
S12630,Postgraduate,Mechanical Engineering,9.4,fullstack backend api react javascript,Development,Full Stack Developer
S12631,Undergraduate,Computer Science,9.3,nodejs mongodb frontend backend,Development,Full Stack Developer
S12632,Undergraduate,Computer Science,9.3,javascript fullstack nodejs react api mongodb backend frontend,Development,Full Stack Developer
S12633,Undergraduate,Computer Science,8.3,frontend api javascript react nodejs fullstack mongodb backend,Development,Full Stack Developer
S12634,Undergraduate,Information Technology,8.7,fullstack api react frontend,Development,Full Stack Developer
S12635,Undergraduate,Information Technology,9.4,api react javascript frontend backend fullstack,Development,Full Stack Developer
S12636,Postgraduate,Computer Science,6.8,api nodejs fullstack frontend react,Development,Full Stack Developer
S12637,Undergraduate,Information Technology,8.2,javascript nodejs fullstack mongodb frontend,Development,Full Stack Developer
S12638,Postgraduate,Computer Science,9.0,fullstack backend frontend api react javascript nodejs mongodb,Research,Full Stack Developer
S12639,Undergraduate,Information Technology,8.0,backend fullstack api mongodb javascript,Development,Full Stack Developer
S12640,Undergraduate,Computer Science,8.4,fullstack react javascript frontend nodejs api,Development,Full Stack Developer
S12641,Postgraduate,Computer Science,7.7,fullstack mongodb api nodejs backend react frontend javascript,Development,Full Stack Developer
S12642,Undergraduate,Computer Science,6.8,backend frontend fullstack,Writing,Full Stack Developer
S12643,Undergraduate,Information Technology,8.2,javascript api nodejs react,Development,Full Stack Developer
S12644,Postgraduate,Computer Science,7.3,frontend mongodb api,Cloud,Full Stack Developer
S12645,Undergraduate,Information Technology,7.9,mongodb javascript backend api react,Finance,Full Stack Developer
S12646,Undergraduate,Information Technology,7.4,frontend react mongodb fullstack backend api,Development,Full Stack Developer
S12647,Undergraduate,Statistics,9.4,frontend nodejs mongodb,Development,Full Stack Developer
S12648,Postgraduate,Finance,8.9,api nodejs backend javascript react,Development,Full Stack Developer
S12649,Undergraduate,Computer Science,8.0,api nodejs javascript,Data,Full Stack Developer
S12650,Postgraduate,Computer Science,7.7,javascript backend api frontend nodejs fullstack mongodb react,Development,Full Stack Developer
S12651,Postgraduate,Statistics,7.0,fullstack nodejs api react,Data,Full Stack Developer
S12652,Postgraduate,Computer Science,7.0,fullstack mongodb api,Data,Full Stack Developer
S12653,Postgraduate,Computer Science,7.4,frontend fullstack backend react api javascript nodejs mongodb,Development,Full Stack Developer
S12654,Undergraduate,Information Technology,7.7,nodejs javascript backend react fullstack api frontend mongodb,Development,Full Stack Developer
S12655,Undergraduate,Computer Science,7.1,backend react javascript mongodb nodejs frontend,Development,Full Stack Developer
S12656,Undergraduate,Computer Science,8.1,fullstack nodejs mongodb,Development,Full Stack Developer
S12657,Postgraduate,Information Technology,8.3,nodejs api javascript backend react mongodb frontend fullstack,AI,Full Stack Developer
S12658,Undergraduate,Information Technology,8.8,nodejs api backend frontend javascript mongodb fullstack react,Development,Full Stack Developer
S12659,Undergraduate,Computer Science,6.7,api react mongodb,Development,Full Stack Developer
S12660,Undergraduate,Computer Science,7.0,fullstack backend frontend api javascript,Development,Full Stack Developer
S12661,Undergraduate,Mechanical Engineering,7.2,react frontend fullstack mongodb nodejs javascript,Development,Full Stack Developer
S12662,Postgraduate,Computer Science,8.2,api react javascript fullstack mongodb nodejs backend frontend,Development,Full Stack Developer
S12663,Postgraduate,Computer Science,8.8,frontend mongodb react backend nodejs api javascript,Development,Full Stack Developer
S12664,Postgraduate,Computer Science,8.0,api nodejs fullstack,Design,Full Stack Developer
S12665,Postgraduate,Commerce,9.1,fullstack react frontend mongodb api javascript,AI,Full Stack Developer
S12666,Undergraduate,Computer Science,7.6,javascript mongodb fullstack,Development,Full Stack Developer
S12667,Postgraduate,Information Technology,8.1,frontend fullstack javascript react backend nodejs api,Finance,Full Stack Developer
S12668,Postgraduate,Information Technology,6.9,fullstack api nodejs react javascript backend frontend,Development,Full Stack Developer
S12669,Postgraduate,Information Technology,9.4,backend fullstack nodejs mongodb frontend react javascript,Finance,Full Stack Developer
S12670,Undergraduate,Computer Science,8.5,api frontend javascript react fullstack mongodb backend nodejs,AI,Full Stack Developer
S12671,Postgraduate,Computer Science,8.1,nodejs api javascript,Development,Full Stack Developer
S12672,Postgraduate,Information Technology,7.4,fullstack api frontend nodejs react backend javascript,Development,Full Stack Developer
S12673,Postgraduate,Computer Science,8.3,api fullstack mongodb react javascript backend frontend nodejs,AI,Full Stack Developer
S12674,Postgraduate,Statistics,6.8,backend javascript nodejs,Development,Full Stack Developer
S12675,Postgraduate,Computer Science,6.7,mongodb api backend fullstack,Development,Full Stack Developer
S12676,Undergraduate,Computer Science,7.4,nodejs api backend,Development,Full Stack Developer
S12677,Undergraduate,Computer Science,7.9,frontend fullstack react javascript,Research,Full Stack Developer
S12678,Postgraduate,Information Technology,7.3,fullstack api react javascript nodejs mongodb backend frontend,Development,Full Stack Developer
S12679,Undergraduate,Computer Science,7.2,javascript nodejs fullstack api backend mongodb,Development,Full Stack Developer
S12680,Postgraduate,Computer Science,9.3,javascript frontend mongodb backend api nodejs,Security,Full Stack Developer
S12681,Undergraduate,Arts,8.8,nodejs react mongodb backend frontend fullstack,AI,Full Stack Developer
S12682,Postgraduate,Commerce,9.1,backend mongodb frontend javascript fullstack api,Finance,Full Stack Developer
S12683,Undergraduate,Information Technology,9.1,fullstack frontend mongodb react backend javascript,Security,Full Stack Developer
S12684,Postgraduate,Information Technology,7.7,javascript api mongodb nodejs react frontend,Development,Full Stack Developer
S12685,Postgraduate,Information Technology,7.1,api javascript fullstack mongodb backend,Research,Full Stack Developer
S12686,Undergraduate,Computer Science,7.5,backend javascript frontend,Data,Full Stack Developer
S12687,Postgraduate,Mathematics,7.8,nodejs javascript mongodb,Development,Full Stack Developer
S12688,Undergraduate,Information Technology,7.4,backend javascript frontend react,Development,Full Stack Developer
S12689,Undergraduate,Information Technology,7.0,backend javascript nodejs mongodb react api frontend,Finance,Full Stack Developer
S12690,Postgraduate,Information Technology,6.9,backend api react javascript nodejs,Development,Full Stack Developer
S12691,Postgraduate,Computer Science,7.4,api backend nodejs frontend javascript mongodb fullstack,Development,Full Stack Developer
S12692,Postgraduate,Information Technology,8.1,fullstack backend react api frontend nodejs mongodb javascript,Development,Full Stack Developer
S12693,Undergraduate,Information Technology,8.4,mongodb nodejs react frontend fullstack api,Development,Full Stack Developer
S12694,Postgraduate,Computer Science,6.6,react fullstack javascript nodejs api frontend,Development,Full Stack Developer
S12695,Undergraduate,Arts,7.6,fullstack backend mongodb api react nodejs,Development,Full Stack Developer
S12696,Postgraduate,Finance,7.9,mongodb fullstack javascript frontend react backend,Development,Full Stack Developer
S12697,Postgraduate,Computer Science,8.4,backend react javascript fullstack frontend,Development,Full Stack Developer
S12698,Undergraduate,Computer Science,8.2,nodejs frontend backend react fullstack api,Development,Full Stack Developer
S12699,Undergraduate,Law,6.6,api fullstack frontend react mongodb nodejs javascript backend,Research,Full Stack Developer
S12700,Postgraduate,Computer Science,8.7,nodejs fullstack javascript api backend mongodb,Development,Full Stack Developer
S12701,Postgraduate,Computer Science,7.2,api frontend react javascript nodejs backend fullstack mongodb,Development,Full Stack Developer
S12702,Undergraduate,Computer Science,9.3,javascript backend nodejs react fullstack frontend mongodb api,Data,Full Stack Developer
S12703,Undergraduate,Computer Science,6.8,frontend backend mongodb javascript fullstack nodejs react,Data,Full Stack Developer
S12704,Undergraduate,Computer Science,6.8,fullstack backend javascript react,Development,Full Stack Developer
S12705,Undergraduate,Information Technology,7.6,frontend api javascript nodejs react backend mongodb,Design,Full Stack Developer
S12706,Postgraduate,Computer Science,8.3,frontend javascript react mongodb,Writing,Full Stack Developer
S12707,Undergraduate,Information Technology,9.4,mongodb fullstack javascript frontend react nodejs,Security,Full Stack Developer
S12708,Postgraduate,Computer Science,8.5,mongodb javascript frontend,Development,Full Stack Developer
S12709,Postgraduate,Information Technology,8.4,api nodejs mongodb backend frontend,Development,Full Stack Developer
S12710,Postgraduate,Information Technology,9.0,api backend javascript react frontend nodejs,Development,Full Stack Developer
S12711,Postgraduate,Computer Science,7.3,fullstack api nodejs react,Development,Full Stack Developer
S12712,Postgraduate,Computer Science,7.0,api mongodb javascript fullstack frontend nodejs react backend,Development,Full Stack Developer
S12713,Undergraduate,Finance,7.4,backend fullstack frontend mongodb nodejs javascript api react,Development,Full Stack Developer
S12714,Undergraduate,Computer Science,7.2,frontend fullstack backend nodejs mongodb javascript,Development,Full Stack Developer
S12715,Undergraduate,Information Technology,7.1,nodejs react backend frontend mongodb javascript,Development,Full Stack Developer
S12716,Postgraduate,Psychology,7.8,nodejs fullstack javascript backend mongodb,Development,Full Stack Developer
S12717,Undergraduate,Finance,6.6,javascript fullstack mongodb nodejs,Development,Full Stack Developer
S12718,Undergraduate,Information Technology,9.3,frontend fullstack nodejs api javascript,Development,Full Stack Developer
S12719,Postgraduate,Data Science,8.7,frontend fullstack javascript backend nodejs mongodb,Design,Full Stack Developer
S12720,Undergraduate,Information Technology,8.3,fullstack frontend mongodb nodejs,Development,Full Stack Developer
S12721,Undergraduate,Information Technology,9.0,nodejs react fullstack,Development,Full Stack Developer
S12722,Undergraduate,Information Technology,8.7,frontend backend nodejs fullstack react,Development,Full Stack Developer
S12723,Undergraduate,Information Technology,7.7,frontend mongodb fullstack react javascript nodejs,Development,Full Stack Developer
S12724,Postgraduate,Commerce,9.4,javascript frontend fullstack backend react nodejs api,Finance,Full Stack Developer
S12725,Undergraduate,Computer Science,9.1,mongodb frontend javascript backend api react,Writing,Full Stack Developer
S12726,Postgraduate,Computer Science,8.7,frontend nodejs fullstack react,Development,Full Stack Developer
S12727,Undergraduate,Commerce,7.2,mongodb frontend backend javascript api,Development,Full Stack Developer
S12728,Postgraduate,Information Technology,8.4,mongodb api backend,Development,Full Stack Developer
S12729,Undergraduate,Data Science,7.5,javascript mongodb react frontend api fullstack,Development,Full Stack Developer
S12730,Postgraduate,Psychology,8.7,javascript api nodejs react backend,Development,Full Stack Developer
S12731,Undergraduate,Computer Science,8.2,backend javascript api nodejs mongodb frontend,Development,Full Stack Developer
S12732,Undergraduate,Computer Science,7.0,react backend fullstack api nodejs,Development,Full Stack Developer
S12733,Undergraduate,Commerce,9.1,backend nodejs frontend api,Writing,Full Stack Developer
S12734,Postgraduate,Information Technology,8.3,javascript react fullstack api nodejs backend mongodb frontend,Development,Full Stack Developer
S12735,Postgraduate,Information Technology,7.3,nodejs api backend mongodb fullstack react frontend javascript,Development,Full Stack Developer
S12736,Undergraduate,Computer Science,7.6,backend api mongodb nodejs frontend,Design,Full Stack Developer
S12737,Postgraduate,Information Technology,8.3,react backend fullstack javascript api frontend mongodb,Development,Full Stack Developer
S12738,Undergraduate,Information Technology,9.3,backend fullstack frontend react nodejs javascript api mongodb,Development,Full Stack Developer
S12739,Postgraduate,Information Technology,8.7,nodejs javascript frontend,Development,Full Stack Developer
S12740,Undergraduate,Arts,7.8,nodejs frontend react api fullstack backend,Design,Full Stack Developer
S12741,Postgraduate,Commerce,7.3,backend nodejs mongodb api javascript frontend fullstack react,Development,Full Stack Developer
S12742,Postgraduate,Information Technology,7.3,react backend nodejs,Development,Full Stack Developer
S12743,Postgraduate,Law,8.6,frontend javascript api,Development,Full Stack Developer
S12744,Postgraduate,Information Technology,8.0,mongodb frontend react fullstack api nodejs backend,Development,Full Stack Developer
S12745,Undergraduate,Computer Science,6.5,react backend mongodb fullstack frontend javascript nodejs,Cloud,Full Stack Developer
S12746,Postgraduate,Computer Science,6.7,react api nodejs javascript,Development,Full Stack Developer
S12747,Undergraduate,Computer Science,8.2,nodejs mongodb javascript api backend,Development,Full Stack Developer
S12748,Undergraduate,Information Technology,8.6,nodejs react frontend backend javascript fullstack api,Development,Full Stack Developer
S12749,Undergraduate,Information Technology,8.6,frontend react mongodb,Development,Full Stack Developer
S12750,Undergraduate,Information Technology,9.3,frontend mongodb nodejs api backend,Development,Full Stack Developer
S12751,Undergraduate,Information Technology,8.8,mongodb api fullstack,Development,Full Stack Developer
S12752,Postgraduate,Information Technology,7.8,mongodb fullstack react,Development,Full Stack Developer
